Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,HBIPS-2 Measure Description,HBIPS-2 Overall Rate Per 1000,HBIPS-2 Overall Num,HBIPS-2 Overall Den,HBIPS-2 Overall Footnote,HBIPS-3 Measure Description,HBIPS-3 Overall Rate Per 1000,HBIPS-3 Overall Num,HBIPS-3 Overall Den,HBIPS-3 Overall Footnote,HBIPS-5 Measure Description,HBIPS-5 %,HBIPS-5 Denominator,HBIPS-5 Footnote,SMD Measure Description,SMD %,SMD Denominator,SMD Footnote, SUB-2/-2a Measure Description,SUB-2 %,SUB-2 Denominator,SUB-2 Footnote ,SUB-2a %,SUB-2a Denominator,SUB-2a Footnote , SUB-3/-3a Measure Description,SUB-3 %,SUB-3 Denominator,SUB-3 Footnote ,SUB-3a %,SUB-3a Denominator,SUB-3a Footnote ,TOB-2/-2a Measure_Desc,TOB-2 %,TOB-2 Denominator,TOB-2 Footnote,TOB-2a %,TOB-2a Denominator,TOB-2a Footnote,TOB-3/-3a Measure Description,TOB-3 %,TOB-3 Denominator,TOB-3 Footnote,TOB-3a %,TOB-3a Denominator,TOB-3a Footnote,TR-1 Measure Description,TR-1 %,TR-1 Denominator,TR-1 Footnote,TR-2 Measure Description,TR-2 %,TR-2 Denominator,TR-2 Footnote,Start Date,End Date,FUH Measure Description,FUH-30 %,FUH-30 Denominator,FUH-30 Footnote,FUH-7 %,FUH-7 Denominator,FUH-7 Footnote,FUH Measure Start Date,FUH Measure End Date,READM-30-IPF Measure Desc,READM-30-IPF Category,READM-30-IPF Denominator,READM-30-IPF Rate,READM-30-IPF Lower Estimate,READM-30-IPF Higher Estimate,READM-30-IPF Footnote,READM-30-IPF Start Date,READM-30-IPF End Date,IMM-2 Measure Description,IMM-2 %,IMM-2 Denominator,IMM-2 Footnote,Flu Season Start Date,Flu Season End Date,Location
110164,"COLISEUM MEDICAL CENTERS, LLC, DBA",350 HOSPITAL DRIVE,MACON,GA,31217,BIBB,Hours of physical-restraint use,0,38,9558,,Hours of seclusion use,0,54,9558,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),96,184,,Alcohol use brief intervention provided or offered,97,263,,95,263,,Alcohol and other drug use disorder treatment provided or offered at discharge,97,373,,95,373,,Tobacco use treatment provided or offered,91,382,,75,382,,Tobacco use treatment provided or offered at discharge,95,371,,80,371,,Transition record with specified elements received by discharged patients (TR1),92,460,,Timely transmission of transition record (TR2),85,460,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,58,87,,32,87,,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Better Than the National Rate,360,16,13,19,,42552,43281,Influenza immunization (IPFQR-IMM-2),100,339,,43374,43555,"350 HOSPITAL DRIVE MACON, GA 31217 (32.847315, -83.62027)"
180013,THE MEDICAL CENTER (BOWLING GREEN),250 PARK STREET,BOWLING GREEN,KY,42101,WARREN,Hours of physical-restraint use,0,0,1998,,Hours of seclusion use,0,0,1998,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),60,80,,Alcohol use brief intervention provided or offered,100,25,,0,25,,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Transition record with specified elements received by discharged patients (TR1),84,158,,Timely transmission of transition record (TR2),82,158,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,92,13,,54,13,,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,197,22,17,28,,42552,43281,Influenza immunization (IPFQR-IMM-2),93,71,,43374,43555,"250 PARK STREET BOWLING GREEN, KY 42101 (36.996366, -86.430232)"
40047,FIVE RIVERS MEDICAL CENTER,2801 MEDICAL CENTER DRIVE,POCAHONTAS,AR,72455,RANDOLPH,Hours of physical-restraint use,0,0,2841,,Hours of seclusion use,0,2,2841,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),Not Available,Not Available,1,Alcohol use brief intervention provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered,92,26,,92,26,,Tobacco use treatment provided or offered at discharge,19,26,,19,26,,Transition record with specified elements received by discharged patients (TR1),25,224,,Timely transmission of transition record (TR2),20,224,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,36,14,,14,14,,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,276,26,21,32,,42552,43281,Influenza immunization (IPFQR-IMM-2),95,118,,43374,43555,"2801 MEDICAL CENTER DRIVE POCAHONTAS, AR 72455 (36.289911, -90.996334)"
50744,ANAHEIM GLOBAL MEDICAL CENTER,1025 S ANAHEIM BLVD,ANAHEIM,CA,92805,ORANGE,Hours of physical-restraint use,0,319,28260,,Hours of seclusion use,0,0,28260,,Patients discharged on multiple antipsychotic medications with appropriate justification,31,45,,Screening for metabolic disorders (SMD),90,463,,Alcohol use brief intervention provided or offered,45,56,,45,56,,Alcohol and other drug use disorder treatment provided or offered at discharge,13,223,,11,223,,Tobacco use treatment provided or offered,96,209,,14,209,,Tobacco use treatment provided or offered at discharge,4,176,,0,176,,Transition record with specified elements received by discharged patients (TR1),41,821,,Timely transmission of transition record (TR2),39,821,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,37,115,,18,115,,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,300,21,18,25,,42552,43281,Influenza immunization (IPFQR-IMM-2),87,343,,43374,43555,"1025 S ANAHEIM BLVD ANAHEIM, CA 92805 (33.820566, -117.909002)"
220066,MERCY MEDICAL CTR,271 CAREW STREET,SPRINGFIELD,MA,1104,HAMPDEN,Hours of physical-restraint use,0,84,17486,,Hours of seclusion use,0,30,17486,,Patients discharged on multiple antipsychotic medications with appropriate justification,31,29,,Screening for metabolic disorders (SMD),31,308,,Alcohol use brief intervention provided or offered,1,87,,1,87,,Alcohol and other drug use disorder treatment provided or offered at discharge,52,156,,40,156,,Tobacco use treatment provided or offered,93,135,,67,135,,Tobacco use treatment provided or offered at discharge,54,123,,2,123,,Transition record with specified elements received by discharged patients (TR1),0,612,,Timely transmission of transition record (TR2),0,612,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,48,198,,19,198,,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,694,21,18,23,,42552,43281,Influenza immunization (IPFQR-IMM-2),97,286,,43374,43555,"271 CAREW STREET SPRINGFIELD, MA 01104 (42.115878, -72.595442)"
240052,LAKE REGION HEALTHCARE CORPORATION,712 SOUTH CASCADE,FERGUS FALLS,MN,56537,OTTER TAIL,Hours of physical-restraint use,0,0,2244,,Hours of seclusion use,0,0,2244,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),92,101,,Alcohol use brief intervention provided or offered,92,48,,92,48,,Alcohol and other drug use disorder treatment provided or offered at discharge,50,66,,11,66,,Tobacco use treatment provided or offered,91,77,,12,77,,Tobacco use treatment provided or offered at discharge,91,75,,1,75,,Transition record with specified elements received by discharged patients (TR1),84,327,,Timely transmission of transition record (TR2),81,327,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,96,27,,52,27,,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,67,19,14,26,,42552,43281,Influenza immunization (IPFQR-IMM-2),98,177,,43374,43555,"712 SOUTH CASCADE FERGUS FALLS, MN 56537 (46.277138, -96.072407)"
330185,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,75 NORTH COUNTRY ROAD,PORT JEFFERSON,NY,11777,SUFFOLK,Hours of physical-restraint use,0,40,12288,,Hours of seclusion use,0,0,12288,,Patients discharged on multiple antipsychotic medications with appropriate justification,96,23,,Screening for metabolic disorders (SMD),99,478,,Alcohol use brief intervention provided or offered,89,62,,84,62,,Alcohol and other drug use disorder treatment provided or offered at discharge,77,121,,69,121,,Tobacco use treatment provided or offered,98,152,,76,152,,Tobacco use treatment provided or offered at discharge,89,131,,30,131,,Transition record with specified elements received by discharged patients (TR1),100,749,,Timely transmission of transition record (TR2),97,749,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,74,111,,57,111,,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,303,19,16,23,,42552,43281,Influenza immunization (IPFQR-IMM-2),99,342,,43374,43555,"75 NORTH COUNTRY ROAD PORT JEFFERSON, NY 11777 (40.938249, -73.052951)"
191324,OCHSNER ST ANNE GENERAL HOSPITAL,4608 HIGHWAY 1,RACELAND,LA,70394,LAFOURCHE,Hours of physical-restraint use,0,13,4286,,Hours of seclusion use,0,0,4286,,Patients discharged on multiple antipsychotic medications with appropriate justification,94,17,,Screening for metabolic disorders (SMD),97,265,,Alcohol use brief intervention provided or offered,95,95,,94,95,,Alcohol and other drug use disorder treatment provided or offered at discharge,97,330,,96,330,,Tobacco use treatment provided or offered,97,394,,65,394,,Tobacco use treatment provided or offered at discharge,98,322,,92,322,,Transition record with specified elements received by discharged patients (TR1),90,637,,Timely transmission of transition record (TR2),87,637,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,56,27,,33,27,,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,89,23,18,29,,42552,43281,Influenza immunization (IPFQR-IMM-2),99,296,,43374,43555,"4608 HIGHWAY 1 RACELAND, LA 70394 (29.703447, -90.564133)"
374016,"ROLLING HILLS HOSPITAL, LLC",1000 ROLLING HILLS LANE,ADA,OK,74820,PONTOTOC,Hours of physical-restraint use,0,7,31466,,Hours of seclusion use,0,74,31466,,Patients discharged on multiple antipsychotic medications with appropriate justification,0,64,,Screening for metabolic disorders (SMD),92,475,,Alcohol use brief intervention provided or offered,57,47,,51,47,,Alcohol and other drug use disorder treatment provided or offered at discharge,65,99,,60,99,,Tobacco use treatment provided or offered,60,80,,36,80,,Tobacco use treatment provided or offered at discharge,38,66,,8,66,,Transition record with specified elements received by discharged patients (TR1),61,612,,Timely transmission of transition record (TR2),61,612,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,43,207,,11,207,,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Better Than the National Rate,987,14,12,16,,42552,43281,Influenza immunization (IPFQR-IMM-2),67,282,,43374,43555,"1000 ROLLING HILLS LANE ADA, OK 74820 (34.783525, -96.627722)"
150002,METHODIST HOSPITALS INC,600 GRANT ST,GARY,IN,46402,LAKE,Hours of physical-restraint use,0,0,8369,,Hours of seclusion use,3,510,8369,,Patients discharged on multiple antipsychotic medications with appropriate justification,100,94,,Screening for metabolic disorders (SMD),95,149,,Alcohol use brief intervention provided or offered,100,21,,71,21,,Alcohol and other drug use disorder treatment provided or offered at discharge,85,48,,81,48,,Tobacco use treatment provided or offered,98,44,,84,44,,Tobacco use treatment provided or offered at discharge,8,39,,0,39,,Transition record with specified elements received by discharged patients (TR1),0,156,,Timely transmission of transition record (TR2),0,156,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,32,34,,15,34,,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,114,18,14,23,,42552,43281,Influenza immunization (IPFQR-IMM-2),100,40,,43374,43555,"600 GRANT ST GARY, IN 46402 (41.599436, -87.357023)"
54131,JOHN MUIR BEHAVIORAL HEALTH CENTER,2740 GRANT STREET,CONCORD,CA,94524,CONTRA COSTA,Hours of physical-restraint use,0,25,16157,,Hours of seclusion use,0,40,16157,,Patients discharged on multiple antipsychotic medications with appropriate justification,94,64,,Screening for metabolic disorders (SMD),80,1097,,Alcohol use brief intervention provided or offered,97,168,,24,168,,Alcohol and other drug use disorder treatment provided or offered at discharge,74,207,,35,207,,Tobacco use treatment provided or offered,94,359,,4,359,,Tobacco use treatment provided or offered at discharge,59,334,,1,334,,Transition record with specified elements received by discharged patients (TR1),78,2372,,Timely transmission of transition record (TR2),73,2372,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,48,136,,28,136,,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,535,17,14,20,,42552,43281,Influenza immunization (IPFQR-IMM-2),99,1146,,43374,43555,"2740 GRANT STREET CONCORD, CA 94524 (37.985331, -122.038347)"
380082,PROVIDENCE MILWAUKIE HOSPITAL,10150 SE 32ND AVENUE,MILWAUKIE,OR,97222,CLACKAMAS,Hours of physical-restraint use,1,83,6525,,Hours of seclusion use,1,110,6525,,Patients discharged on multiple antipsychotic medications with appropriate justification,53,19,,Screening for metabolic disorders (SMD),9,233,,Alcohol use brief intervention provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,36,11,,18,11,,Tobacco use treatment provided or offered,0,20,,0,20,,Tobacco use treatment provided or offered at discharge,0,17,,0,17,,Transition record with specified elements received by discharged patients (TR1),0,312,,Timely transmission of transition record (TR2),0,312,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,61,36,,44,36,,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,107,18,13,24,,42552,43281,Influenza immunization (IPFQR-IMM-2),84,134,,43374,43555,"10150 SE 32ND AVENUE MILWAUKIE, OR 97222 (45.449714, -122.629791)"
310010,UNIVERSITY MEDICAL CENTER OF PRINCETON AT PLAINSBORO,ONE-FIVE PLAINSBORO ROAD,PLAINSBORO,NJ,8536,MIDDLESEX,Hours of physical-restraint use,0,22,40427,,Hours of seclusion use,0,0,40427,,Patients discharged on multiple antipsychotic medications with appropriate justification,54,28,,Screening for metabolic disorders (SMD),73,481,,Alcohol use brief intervention provided or offered,51,364,,45,364,,Alcohol and other drug use disorder treatment provided or offered at discharge,87,558,,77,558,,Tobacco use treatment provided or offered,74,516,,9,516,,Tobacco use treatment provided or offered at discharge,85,459,,0,459,,Transition record with specified elements received by discharged patients (TR1),93,892,,Timely transmission of transition record (TR2),76,892,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,64,154,,47,154,,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,515,19,16,22,,42552,43281,Influenza immunization (IPFQR-IMM-2),79,448,,43374,43555,
